x-axis,F1
second,Volt
-6.59000E-06,+59.44824219E-03
-6.58000E-06,+57.47370032E-03
-6.57000E-06,+60.66894531E-03
-6.56000E-06,+60.59233092E-03
-6.55000E-06,+59.44824219E-03
-6.54000E-06,+59.44824219E-03
-6.53000E-06,+59.04123372E-03
-6.52000E-06,+55.84320541E-03
-6.51000E-06,+57.25097656E-03
-6.50000E-06,+54.68300275E-03
-6.49000E-06,+57.25097656E-03
-6.48000E-06,+56.29395586E-03
-6.47000E-06,+60.15119023E-03
-6.46000E-06,+56.72783064E-03
-6.45000E-06,+56.95365998E-03
-6.44000E-06,+56.27441406E-03
-6.43000E-06,+55.07231520E-03
-6.42000E-06,+54.04673706E-03
-6.41000E-06,+55.46256518E-03
-6.40000E-06,+54.57052755E-03
-6.39000E-06,+57.07351829E-03
-6.38000E-06,+54.03185366E-03
-6.37000E-06,+52.85644531E-03
-6.36000E-06,+54.07714844E-03
-6.35000E-06,+54.07714844E-03
-6.34000E-06,+52.30241925E-03
-6.33000E-06,+54.82629950E-03
-6.32000E-06,+53.80072136E-03
-6.31000E-06,+54.01210677E-03
-6.30000E-06,+52.97026822E-03
-6.29000E-06,+52.79163803E-03
-6.28000E-06,+52.88802861E-03
-6.27000E-06,+56.17474211E-03
-6.26000E-06,+52.46736725E-03
-6.25000E-06,+52.14239331E-03
-6.24000E-06,+53.10058594E-03
-6.23000E-06,+51.62088808E-03
-6.22000E-06,+51.11329941E-03
-6.21000E-06,+53.10058594E-03
-6.20000E-06,+51.50354940E-03
-6.19000E-06,+52.91937752E-03
-6.18000E-06,+49.43847656E-03
-6.17000E-06,+50.48523718E-03
-6.16000E-06,+52.03498667E-03
-6.15000E-06,+51.50261186E-03
-6.14000E-06,+49.68261719E-03
-6.13000E-06,+49.91377878E-03
-6.12000E-06,+49.68261719E-03
-6.11000E-06,+49.52352879E-03
-6.10000E-06,+50.54910693E-03
-6.09000E-06,+52.79538818E-03
-6.08000E-06,+50.15885694E-03
-6.07000E-06,+48.18079930E-03
-6.06000E-06,+48.46191406E-03
-6.05000E-06,+50.79418509E-03
-6.04000E-06,+48.21850589E-03
-6.03000E-06,+49.46068448E-03
-6.02000E-06,+48.34817904E-03
-6.01000E-06,+51.46188758E-03
-6.00000E-06,+48.57011175E-03
-5.99000E-06,+48.75340033E-03
-5.98000E-06,+49.42831014E-03
-5.97000E-06,+51.01986794E-03
-5.96000E-06,+49.92675781E-03
-5.95000E-06,+49.54573671E-03
-5.94000E-06,+48.70605469E-03
-5.93000E-06,+47.51303822E-03
